Block;Date_C_O;Date_C_A;Date;Generation;Rack;Row;Column;Treatment;Line;Fruit_s;Nb_eggs;Obs_O;Nb_adults;Obs_A;Comment;Recount_Nb_eggs;Obs_recount_eggs;Acariens;Nb_adults_dead;Recount_Nb_adults;Obs_recount_adults
1;12/04/2018;18/12/18;18/12/18;29;B;2;5;Cranberry;CEB;Cherry;139;LO;15;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;3;5;Cranberry;CEB;Cherry;157;LO;17;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;4;5;Cranberry;CEB;Cherry;87;LO;3;CD;;87;LO;;2;;
1;12/04/2018;18/12/18;18/12/18;29;B;5;5;Cranberry;CEB;Cherry;142;LO;21;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;6;5;Cranberry;CEB;Cherry;84;LO;17;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;7;5;Cranberry;CEB;Cherry;146;LO;26;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;8;5;Cranberry;CEB;Cherry;174;LO;15;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;9;5;Cranberry;CEB;Cherry;113;LO;9;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;10;5;Cranberry;CEB;Cherry;99;LO;14;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;1;6;Strawberry;CEB;Cherry;157;LO;42;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;2;6;Strawberry;CEB;Cherry;122;LO;42;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;3;6;Strawberry;CEB;Cherry;132;LO;27;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;4;6;Strawberry;CEB;Cherry;74;LO;0;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;5;6;Strawberry;CEB;Cherry;125;LO;23;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;6;6;Strawberry;CEB;Cherry;142;LO;26;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;7;6;Strawberry;CEB;Cherry;131;LO;22;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;8;6;Strawberry;CEB;Cherry;65;LO;9;CD;;;;;1;;
1;12/04/2018;18/12/18;18/12/18;29;B;9;6;Strawberry;CEB;Cherry;117;LO;16;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;10;6;Strawberry;CEB;Cherry;116;LO;20;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;1;7;Cranberry;CRE;Cranberry;126;LO;85;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;2;7;Cranberry;CRE;Cranberry;145;LO;94;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;3;7;Cranberry;CRE;Cranberry;180;LO;118;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;4;7;Cranberry;CRE;Cranberry;109;LO;41;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;5;7;Cranberry;CRE;Cranberry;160;LO;101;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;6;7;Cranberry;CRE;Cranberry;127;LO;95;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;7;7;Cranberry;CRE;Cranberry;130;LO;103;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;8;7;Cranberry;CRE;Cranberry;162;LO;101;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;9;7;Cranberry;CRE;Cranberry;180;LO;110;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;10;7;Cranberry;CRE;Cranberry;118;LO;35;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;1;8;Cherry;CRE;Cranberry;163;LO;23;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;2;8;Cherry;CRE;Cranberry;106;LO;15;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;3;8;Cherry;CRE;Cranberry;140;LO;36;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;4;8;Cherry;CRE;Cranberry;19;LO;0;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;5;8;Cherry;CRE;Cranberry;87;LO;25;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;6;8;Cherry;CRE;Cranberry;102;LO;37;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;7;8;Cherry;CRE;Cranberry;121;LO;18;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;8;8;Cherry;CRE;Cranberry;178;LO;7;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;9;8;Cherry;CRE;Cranberry;96;LO;20;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;10;8;Cherry;CRE;Cranberry;142;LO;27;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;1;9;Strawberry;CRE;Cranberry;181;LO;23;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;2;9;Strawberry;CRE;Cranberry;113;LO;0;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;3;9;Strawberry;CRE;Cranberry;125;LO;0;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;4;9;Strawberry;CRE;Cranberry;146;LO;14;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;5;9;Strawberry;CRE;Cranberry;158;LO;67;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;6;9;Strawberry;CRE;Cranberry;217;LO;27;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;7;9;Strawberry;CRE;Cranberry;134;LO;5;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;8;9;Strawberry;CRE;Cranberry;156;LO;15;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;9;9;Strawberry;CRE;Cranberry;80;LO;1;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;B;10;9;Strawberry;CRE;Cranberry;135;LO;5;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;1;Cherry;FRA;Strawberry;75;LO;30;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;1;Cherry;FRA;Strawberry;156;LO;2;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;1;Cherry;FRA;Strawberry;116;LO;15;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;1;Cherry;FRA;Strawberry;68;LO;27;MG;;64;LO;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;1;Cherry;FRA;Strawberry;105;LO;10;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;1;Cherry;FRA;Strawberry;109;LO;7;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;1;Cherry;FRA;Strawberry;158;LO;6;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;1;Cherry;FRA;Strawberry;142;LO;19;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;1;Cherry;FRA;Strawberry;153;LO;8;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;1;Cherry;FRA;Strawberry;97;LO;27;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;2;Cranberry;FRA;Strawberry;138;LO;44;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;2;Cranberry;FRA;Strawberry;94;LO;51;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;2;Cranberry;FRA;Strawberry;276;LO;3;MG;;254;LO;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;2;Cranberry;FRA;Strawberry;154;LO;28;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;2;Cranberry;FRA;Strawberry;181;LO;3;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;2;Cranberry;FRA;Strawberry;149;LO;58;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;2;Cranberry;FRA;Strawberry;148;LO;23;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;2;Cranberry;FRA;Strawberry;100;LO;36;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;2;Cranberry;FRA;Strawberry;160;LO;71;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;2;Cranberry;FRA;Strawberry;90;LO;14;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;3;Strawberry;FRA;Strawberry;146;LO;23;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;3;Strawberry;FRA;Strawberry;154;LO;52;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;3;Strawberry;FRA;Strawberry;208;LO;8;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;3;Strawberry;FRA;Strawberry;202;LO;13;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;3;Strawberry;FRA;Strawberry;136;LO;52;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;3;Strawberry;FRA;Strawberry;143;LO;101;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;3;Strawberry;FRA;Strawberry;157;LO;36;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;3;Strawberry;FRA;Strawberry;115;LO;77;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;3;Strawberry;FRA;Strawberry;156;LO;76;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;3;Strawberry;FRA;Strawberry;205;LO;10;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;4;Cranberry;CRB;Cranberry;181;LO;32;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;4;Cranberry;CRB;Cranberry;131;LO;57;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;4;Cranberry;CRB;Cranberry;235;LO;65;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;4;Cranberry;CRB;Cranberry;108;LO;14;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;4;Cranberry;CRB;Cranberry;220;LO;27;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;4;Cranberry;CRB;Cranberry;178;LO;31;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;4;Cranberry;CRB;Cranberry;57;LO;4;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;4;Cranberry;CRB;Cranberry;134;LO;27;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;4;Cranberry;CRB;Cranberry;94;LO;5;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;4;Cranberry;CRB;Cranberry;202;LO;12;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;5;Cherry;CRB;Cranberry;165;LO;54;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;5;Cherry;CRB;Cranberry;68;LO;34;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;5;Cherry;CRB;Cranberry;105;LO;43;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;5;Cherry;CRB;Cranberry;87;LO;35;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;5;Cherry;CRB;Cranberry;74;LO;15;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;5;Cherry;CRB;Cranberry;101;LO;33;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;5;Cherry;CRB;Cranberry;124;LO;60;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;5;Cherry;CRB;Cranberry;88;LO;43;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;5;Cherry;CRB;Cranberry;71;LO;42;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;5;Cherry;CRB;Cranberry;122;LO;52;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;6;Strawberry;CRB;Cranberry;151;LO;24;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;6;Strawberry;CRB;Cranberry;157;LO;30;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;6;Strawberry;CRB;Cranberry;117;LO;25;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;6;Strawberry;CRB;Cranberry;127;LO;2;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;6;Strawberry;CRB;Cranberry;156;LO;20;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;6;Strawberry;CRB;Cranberry;163;LO;5;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;6;Strawberry;CRB;Cranberry;113;LO;2;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;6;Strawberry;CRB;Cranberry;106;LO;0;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;6;Strawberry;CRB;Cranberry;142;LO;37;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;6;Strawberry;CRB;Cranberry;115;LO;15;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;7;Cherry;CEC;Cherry;89;LO;45;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;7;Cherry;CEC;Cherry;85;LO;47;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;7;Cherry;CEC;Cherry;120;LO;49;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;7;Cherry;CEC;Cherry;39;LO;18;MG;;40;LO;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;7;Cherry;CEC;Cherry;93;LO;61;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;7;Cherry;CEC;Cherry;96;LO;50;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;7;Cherry;CEC;Cherry;117;LO;62;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;7;Cherry;CEC;Cherry;95;LO;37;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;7;Cherry;CEC;Cherry;127;LO;61;MG;;119;LO;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;7;Cherry;CEC;Cherry;102;LO;36;MG;;93;LO;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;8;Strawberry;CEC;Cherry;118;LO;74;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;8;Strawberry;CEC;Cherry;134;LO;60;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;8;Strawberry;CEC;Cherry;104;LO;53;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;8;Strawberry;CEC;Cherry;68;LO;24;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;8;Strawberry;CEC;Cherry;126;LO;60;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;8;Strawberry;CEC;Cherry;103;LO;65;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;8;Strawberry;CEC;Cherry;133;LO;73;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;8;Strawberry;CEC;Cherry;130;LO;80;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;8;Strawberry;CEC;Cherry;90;LO;35;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;8;Strawberry;CEC;Cherry;129;LO;42;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;1;9;Cranberry;CEC;Cherry;167;LO;12;MG;;162;LO;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;2;9;Cranberry;CEC;Cherry;162;LO;15;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;3;9;Cranberry;CEC;Cherry;103;LO;18;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;4;9;Cranberry;CEC;Cherry;97;LO;25;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;5;9;Cranberry;CEC;Cherry;99;LO;15;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;6;9;Cranberry;CEC;Cherry;117;LO;40;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;7;9;Cranberry;CEC;Cherry;156;LO;19;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;8;9;Cranberry;CEC;Cherry;187;LO;26;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;9;9;Cranberry;CEC;Cherry;118;LO;25;MG;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;C;10;9;Cranberry;CEC;Cherry;80;LO;22;MG;;80;LO;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;1;1;Strawberry;CRD;Cranberry;157;LO;22;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;2;1;Strawberry;CRD;Cranberry;117;LO;27;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;3;1;Strawberry;CRD;Cranberry;113;LO;2;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;4;1;Strawberry;CRD;Cranberry;53;LO;1;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;5;1;Strawberry;CRD;Cranberry;117;LO;21;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;6;1;Strawberry;CRD;Cranberry;122;LO;1;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;7;1;Strawberry;CRD;Cranberry;124;LO;5;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;8;1;Strawberry;CRD;Cranberry;102;LO;21;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;9;1;Strawberry;CRD;Cranberry;144;LO;40;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;10;1;Strawberry;CRD;Cranberry;118;LO;14;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;1;2;Cranberry;CRD;Cranberry;74;LO;8;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;2;2;Cranberry;CRD;Cranberry;120;LO;28;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;3;2;Cranberry;CRD;Cranberry;120;LO;29;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;4;2;Cranberry;CRD;Cranberry;112;LO;38;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;5;2;Cranberry;CRD;Cranberry;141;LO;15;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;6;2;Cranberry;CRD;Cranberry;105;LO;28;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;7;2;Cranberry;CRD;Cranberry;86;LO;43;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;8;2;Cranberry;CRD;Cranberry;113;LO;27;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;9;2;Cranberry;CRD;Cranberry;158;LO;33;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;10;2;Cranberry;CRD;Cranberry;95;LO;22;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;1;3;Cherry;CRD;Cranberry;82;LO;37;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;2;3;Cherry;CRD;Cranberry;110;LO;49;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;3;3;Cherry;CRD;Cranberry;159;LO;45;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;4;3;Cherry;CRD;Cranberry;95;LO;24;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;5;3;Cherry;CRD;Cranberry;132;LO;58;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;6;3;Cherry;CRD;Cranberry;47;LO;33;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;7;3;Cherry;CRD;Cranberry;106;LO;19;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;8;3;Cherry;CRD;Cranberry;115;LO;77;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;9;3;Cherry;CRD;Cranberry;117;LO;55;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;10;3;Cherry;CRD;Cranberry;77;LO;21;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;1;4;Cranberry;FRC;Strawberry;154;LO;105;AE;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;2;4;Cranberry;FRC;Strawberry;88;LO;71;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;3;4;Cranberry;FRC;Strawberry;96;LO;51;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;4;4;Cranberry;FRC;Strawberry;110;LO;53;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;5;4;Cranberry;FRC;Strawberry;46;LO;14;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;6;4;Cranberry;FRC;Strawberry;100;LO;62;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;7;4;Cranberry;FRC;Strawberry;143;LO;42;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;8;4;Cranberry;FRC;Strawberry;152;LO;14;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;9;4;Cranberry;FRC;Strawberry;102;LO;53;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;10;4;Cranberry;FRC;Strawberry;204;LO;1;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;1;5;Cherry;FRC;Strawberry;82;LO;49;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;2;5;Cherry;FRC;Strawberry;84;LO;63;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;3;5;Cherry;FRC;Strawberry;94;LO;71;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;4;5;Cherry;FRC;Strawberry;124;LO;27;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;5;5;Cherry;FRC;Strawberry;89;LO;57;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;6;5;Cherry;FRC;Strawberry;72;LO;44;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;7;5;Cherry;FRC;Strawberry;83;LO;62;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;8;5;Cherry;FRC;Strawberry;96;LO;57;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;9;5;Cherry;FRC;Strawberry;116;LO;5;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;10;5;Cherry;FRC;Strawberry;103;LO;15;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;1;6;Strawberry;FRC;Strawberry;189;LO;75;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;2;6;Strawberry;FRC;Strawberry;99;LO;77;CD;;99;LO;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;3;6;Strawberry;FRC;Strawberry;140;LO;93;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;4;6;Strawberry;FRC;Strawberry;149;LO;67;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;5;6;Strawberry;FRC;Strawberry;140;LO;12;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;6;6;Strawberry;FRC;Strawberry;145;LO;58;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;7;6;Strawberry;FRC;Strawberry;131;LO;36;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;8;6;Strawberry;FRC;Strawberry;172;LO;50;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;9;6;Strawberry;FRC;Strawberry;143;LO;20;CD;;;;;;;
1;12/04/2018;18/12/18;18/12/18;29;D;10;6;Strawberry;FRC;Strawberry;131;LO;29;CD;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;1;1;Cranberry;CEA;Cherry;99;LO;15;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;2;1;Cranberry;CEA;Cherry;100;LO;15;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;3;1;Cranberry;CEA;Cherry;161;LO;16;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;4;1;Cranberry;CEA;Cherry;103;LO;7;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;5;1;Cranberry;CEA;Cherry;178;LO;22;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;6;1;Cranberry;CEA;Cherry;133;LO;12;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;7;1;Cranberry;CEA;Cherry;111;LO;44;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;8;1;Cranberry;CEA;Cherry;143;LO;21;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;9;1;Cranberry;CEA;Cherry;66;LO;17;NR;;61;LO;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;10;1;Cranberry;CEA;Cherry;118;LO;36;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;1;2;Cherry;CEA;Cherry;104;LO;12;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;2;2;Cherry;CEA;Cherry;152;LO;39;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;3;2;Cherry;CEA;Cherry;73;LO;51;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;4;2;Cherry;CEA;Cherry;59;LO;10;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;5;2;Cherry;CEA;Cherry;88;LO;41;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;6;2;Cherry;CEA;Cherry;23;LO;16;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;7;2;Cherry;CEA;Cherry;118;LO;36;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;8;2;Cherry;CEA;Cherry;82;LO;50;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;9;2;Cherry;CEA;Cherry;108;LO;38;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;10;2;Cherry;CEA;Cherry;23;LO;0;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;1;3;Strawberry;CEA;Cherry;120;LO;28;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;2;3;Strawberry;CEA;Cherry;85;LO;22;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;3;3;Strawberry;CEA;Cherry;111;LO;62;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;4;3;Strawberry;CEA;Cherry;96;LO;48;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;5;3;Strawberry;CEA;Cherry;113;LO;24;NR;;;;;;;
2;12/05/2018;19/12/18;19/12/18;29;A;6;3;Strawberry;CEA;Cherry;157;LO;95;NR;;;;*;;;
